Feature	Gain	Cover	Frequency
mpasivos_margen	0.0754118441754	0.0215297997352175	0.0322812789143621
ctrx_quarter	0.0651226090696626	0.0201965845852352	0.0214865837359926
cpayroll_trx	0.0600103854212806	0.0163142615034668	0.00503752441657243
mpayroll	0.0403120334639828	0.0273757741719972	0.00863575614269559
mtarjeta_visa_consumo	0.0402325402008534	0.0128023645280037	0.0178883520098694
mcaja_ahorro	0.0387210737310211	0.0134039493990281	0.024879202220623
Visa_msaldototal	0.0350967393581443	0.0105375121069409	0.0149069600082245
Visa_msaldopesos	0.0314836907065945	0.0163200882722682	0.0221034234604709
mcuentas_saldo	0.0297006746235723	0.0264917701052658	0.0282718207052534
mprestamos_personales	0.0258301684769943	0.0194532049170664	0.00709365683149995
mactivos_margen	0.0250817904146376	0.0249655400857226	0.0260100750488332
Master_fechaalta	0.0201323080268938	0.0249887714886062	0.0363935437442171
mrentabilidad_annual	0.0192705521398444	0.0187220488513269	0.0225146499434564
mcuenta_corriente	0.0188941024313831	0.0119476254706377	0.0195332579418115
Master_Fvencimiento	0.017253816381417	0.0202598970947226	0.027346561118536
Visa_mpagominimo	0.0167704111918489	0.0124476076371938	0.0164490593194202
Master_mfinanciacion_limite	0.0166785821172063	0.0119856785590093	0.0198416778040506
cliente_edad	0.0156431110392652	0.0218934153325342	0.0251876220828621
cliente_antiguedad	0.0151150391045718	0.014648986114482	0.0225146499434564
mcomisiones_otras	0.0148954702204478	0.015569464240464	0.0214865837359926
Visa_Fvencimiento	0.0147451309015985	0.013025688684975	0.023234296288681
Visa_fechaalta	0.0145367259236529	0.0141760240117359	0.0247763955998766
chomebanking_trx	0.0138591528742999	0.013474763558046	0.0190192248380796
mrentabilidad	0.0133860490050719	0.0133474019951361	0.0172715122853912
Visa_mconsumototal	0.0121148660045052	0.00807442847091411	0.0135704739385216
ctarjeta_visa_trx	0.0120837294557733	0.0160507149848905	0.0164490593194202
mcomisiones	0.011433442805379	0.0131767054157722	0.0192248380795723
ccomisiones_otras	0.0114212740704812	0.0197361437293853	0.0190192248380796
mcaja_ahorro_dolares	0.0113466037462559	0.0191642022293369	0.0229258764264419
ctarjeta_debito_trx	0.0110813593295182	0.00938435168015509	0.013673280559268
Visa_mpagospesos	0.0107496489346711	0.0118579941275251	0.0200472910455433
mtransferencias_recibidas	0.0102059118164183	0.00794340436761473	0.0160378328364347
Master_mlimitecompra	0.00956496748805208	0.00979100464945881	0.0147013467667318
Visa_mconsumospesos	0.00956091792288821	0.0117637417279432	0.0198416778040506
numero_de_cliente	0.00941304982752387	0.0102313116228096	0.01531818649121
Visa_mlimitecompra	0.00921967874595575	0.0135539571655307	0.0150097666289709
cproductos	0.00837170867530342	0.0074047940030391	0.00873856276344197
cprestamos_personales	0.00835511697052063	0.00513438723353442	0.00359823172612316
Visa_cconsumos	0.00804390384734051	0.0101927490074692	0.0129536342140434
