Feature	Gain	Cover	Frequency
mplazo_fijo_dolares	0.00253771678255239	0.0157018742542524	0.00287947346770876
mcuenta_debitos_automaticos	0.00250437658393476	0.006654817703924	0.00689016865487454
ctarjeta_debito	0.00236192231461528	0.00399332288207676	0.00370218017276841
Visa_mconsumosdolares	0.00235662840259341	0.00439445293249378	0.0044220485396956
ccajas_consultas	0.00235198710745423	0.0108581550676975	0.00215960510078157
Visa_mpagosdolares	0.00233576214095374	0.00477322300418515	0.00411353352529823
ctarjeta_master	0.00211905983175693	0.00055106640664684	0.00113122171945701
matm	0.00210939110310534	0.00638237456002135	0.00802139037433155
Visa_fultimo_cierre	0.00206419234977827	0.00255551151065809	0.00462772521596051
catm_trx	0.00173781297779457	0.00549849804686333	0.00380501851090086
Master_mconsumospesos	0.00168593140579271	0.00346603574011032	0.00339366515837104
Master_fultimo_cierre	0.00165191774227766	0.00124516197787707	0.00287947346770876
Master_mconsumototal	0.00151302756717064	0.00318930485863912	0.00339366515837104
cextraccion_autoservicio	0.00139846223571393	0.00507162165123214	0.00555327025915261
ccaja_seguridad	0.00129589018512146	0.00574732128450857	0.00133689839572193
Visa_status	0.00122619821414595	0.00471985287233598	0.000822706705059646
mtarjeta_master_consumo	0.00119573598772998	0.00251485021304229	0.00226244343891403
Visa_Finiciomora	0.00114331642394838	0.0034895958869591	0.000925545043192102
Master_cconsumos	0.00113586513841762	0.00448632306334697	0.00174825174825175
cseguro_accidentes_personales	0.00107095319048	0.00775734891327516	0.0018510900863842
Visa_msaldodolares	0.00100935672981871	0.00204711830171729	0.00174825174825175
active_quarter	0.000861017146602938	0.000261049016658931	0.000822706705059646
cinversion1	0.000708458778965645	0.00630345230103603	0.000822706705059646
Visa_delinquency	0.000707513620522308	0.00206593255553143	0.000925545043192102
tmobile_app	0.000691125215186033	0.00674030353795619	0.00102838338132456
tpaquete9	0.000635782522828972	0.00369058669795404	0.000925545043192102
mcheques_emitidos	0.00063404967603729	0.0023812331553167	0.000308515014397367
ccajas_trx	0.000593520523367342	0.00161804076786856	0.000925545043192102
Master_msaldodolares	0.000578938823624505	0.00035628559419776	0.000411353352529823
mtarjeta_visa_descuentos	0.000552883845404686	0.0051050769601584	0.00205676676264912
internet	0.000477151388705487	0.00238165645112776	0.000617030028794735
ccajas_extracciones	0.000458762273454059	0.00390771254927661	0.00102838338132456
tpaquete7	0.000439685772430446	0.00525292173708649	0.000719868366927191
ctarjeta_master_trx	0.000438856724651369	0.00167271564680596	0.00113122171945701
Master_mpagado	0.000416712528179847	0.00776253304197302	0.00102838338132456
matm_other	0.000366226385906695	0.00116300275092478	0.000925545043192102
mttarjeta_master_debitos_automaticos	0.000356674792767112	0.000546768709176854	0.000719868366927191
ctarjeta_master_debitos_automaticos	0.000339118916100325	0.00175315181080968	0.000617030028794735
cseguro_vivienda	0.000321677117690765	0.000876580885355559	0.000617030028794735
minversion2	0.000217631991196222	0.00396872192552783	0.000514191690662279
ccajeros_propios_descuentos	0.000212199077602268	0.00364181804056867	0.000617030028794735
tpaquete1	0.000172320520323241	0.00385025387788762	0.000514191690662279
minversion1_pesos	0.00015573166090456	0.000737884277897186	0.000102838338132456
ccheques_emitidos	0.000144863866188699	0.000793744385105565	0.000102838338132456
mcaja_ahorro_adicional	0.00012827985126738	0.000434689938308371	0.000205676676264912
Master_madelantopesos	0.000127353537292676	0.000214217560103025	0.000617030028794735
cseguro_vida	0.00012103049306499	0.000480281387135393	0.000411353352529823
ccheques_depositados	0.000101086758978791	0.00227321802423443	0.000308515014397367
cseguro_auto	8.60419231343024e-05	0.00151976144044079	0.000205676676264912
Visa_madelantopesos	8.16877130035359e-05	0.000153128504640318	0.000205676676264912
cplazo_fijo	7.84459403147299e-05	0.000382644473350292	0.000102838338132456
mcheques_depositados	7.34967586001907e-05	0.00151329746440829	0.000205676676264912
ctarjeta_visa	7.20735644272518e-05	0.000696535747082247	0.000514191690662279
catm_trx_other	6.80371935009039e-05	0.000507621316579451	0.000822706705059646
mforex_sell	6.1892010860741e-05	0.00030418036983106	0.000205676676264912
Master_mconsumosdolares	5.70646390296796e-05	3.41226223225295e-05	0.000102838338132456
ctarjeta_visa_descuentos	5.64829108724421e-05	0.00124771171264489	0.000617030028794735
Visa_cadelantosefectivo	5.02921361759651e-05	0.000277019718612865	0.000205676676264912
ccajas_depositos	3.30177257804153e-05	0.000723233262883631	0.000102838338132456
Master_delinquency	2.41828728628255e-05	6.89972172035386e-05	0.000102838338132456
Visa_madelantodolares	1.73144596306715e-09	8.27369012356254e-05	0.000205676676264912
Master_mpagosdolares	2.94863144309479e-10	0.000140041194152343	0.000514191690662279
Master_madelantodolares	1.03314454241396e-11	1.75244465780767e-05	0.000102838338132456
mcajeros_propios_descuentos	3.57332312294341e-12	0.000200512735725967	0.000205676676264912
cforex_sell	3.77419277003353e-13	7.54313135317213e-05	0.000102838338132456
