Feature	Gain	Cover	Frequency
ctrx_quarter	0.150716186820819	0.0341960304898679	0.0253538981618424
mpasivos_margen	0.110602434995156	0.0235214170304078	0.0272554405239806
cpayroll_trx	0.106574656182327	0.0149906458967101	0.00570462708641454
mpayroll	0.0663390203285062	0.0388124143530809	0.0137333615043313
mtarjeta_visa_consumo	0.0533617310597032	0.00914026517676655	0.00612719205577858
mcaja_ahorro	0.0374124730865657	0.0150995986297958	0.0185928586520178
ctarjeta_visa_trx2	0.0352167274877834	0.0115191672085602	0.0145784914430594
Visa_msaldopesos	0.0302254966047828	0.0126341594994752	0.0137333615043313
mprestamos_personales	0.0264887753673732	0.0238275198362905	0.0141559264736953
mcuentas_saldo	0.0223778631358109	0.0354954284807059	0.0327487851257131
mrentabilidad_annual	0.0222052990834786	0.0405870218937099	0.0403549545742658
ctarjeta_visa_trx	0.0208774433195448	0.00519577949374936	0.0052820621170505
mactivos_margen	0.0193792811082556	0.0241010124607428	0.0232410733150222
mcuenta_corriente	0.0154697140957977	0.0165434423608169	0.0312698077329389
Master_fechaalta	0.0121810531702131	0.0272759359191049	0.0304246777942109
ccomisiones_otras	0.0120196611800578	0.0169442978426636	0.0171138812592436
numero_de_cliente	0.0116803262769247	0.0244175999989192	0.0357067399112614
cliente_edad	0.0112069706483716	0.0320419603172672	0.0331713500950771
Master_Fvencimiento	0.0107232999869703	0.0240956749518347	0.031692372702303
Visa_Fvencimiento	0.010699312266099	0.0171642488782026	0.0306359602788929
chomebanking_trx	0.0105655700823437	0.0219293789344089	0.0207056834988379
Visa_fechaalta	0.0102055904693649	0.0194617800634071	0.0285231354320727
mcaja_ahorro_dolares	0.0101498921929852	0.0224917773106416	0.021550813437566
cliente_antiguedad	0.00960055570616706	0.0137588468377653	0.0281005704627086
Visa_mfinanciacion_limite	0.00930122749271332	0.017906519401783	0.0270441580392985
mcomisiones_otras	0.00878350212472839	0.0117081873324054	0.021128248468202
Visa_mpagominimo	0.00819436079819822	0.0120048091621261	0.0196492710754278
Master_mfinanciacion_limite	0.00805418847103192	0.0134281401138141	0.0228185083456581
Visa_mlimitecompra	0.00749633782497245	0.0204886273431295	0.0236636382843862
mrentabilidad	0.00744980707371515	0.0162852582066554	0.0185928586520178
cproductos	0.0072414254754823	0.0125539589088499	0.0128882315656032
mcomisiones	0.00706167712807003	0.0117999144685605	0.0177477287132897
Master_mlimitecompra	0.0069785948363211	0.0128348679115444	0.0190154236213818
ccaja_ahorro	0.00606220021416615	0.0365818874575115	0.0116205366575111
mtransferencias_recibidas	0.00521286102234426	0.0113445754844638	0.0135220790196493
Visa_mpagospesos	0.0052011561442753	0.011321489093438	0.0150010564124234
Visa_mconsumospesos	0.00467475848744792	0.010175775204904	0.0169025987745616
Master_mpagospesos	0.00417023294429593	0.0174410952849902	0.0111979716881471
Visa_msaldototal	0.00408528577566209	0.00732758626020931	0.00802873441791675
mcuenta_debitos_automaticos	0.00404129630073825	0.0103810742552051	0.00612719205577858
ctransferencias_recibidas	0.00367587859887743	0.0164756531434012	0.0111979716881471
mcomisiones_mantenimiento	0.00366011953851085	0.00647196740797181	0.00908514684132685
mpagomiscuentas	0.00322301524959841	0.0166554063622973	0.00781745193323474
Master_msaldototal	0.00316183247526075	0.00320740043992681	0.00443693217832242
mtarjeta_visa_debitos_automaticos	0.0031448171096542	0.00572217109197374	0.0073948869638707
thomebanking	0.00285711550202274	0.00331841301379434	0.00443693217832242
ccaja_seguridad	0.00277319961709402	0.0184634280406896	0.00654975702514262
ctarjeta_debito	0.00272573665023193	0.00485885994748633	0.00464821466300444
Master_msaldopesos	0.00263296657378136	0.00401209888632449	0.00443693217832242
ctarjeta_debito_trx	0.00243960534473812	0.0055252446046657	0.00338051975491232
ccallcenter_trx	0.00240526396091214	0.0172122531584091	0.00591590957109656
cprestamos_personales	0.00236910610354251	0.00140309884350073	0.00232410733150222
cseguro_accidentes_personales	0.00225062318862593	0.0157242441575994	0.00612719205577858
ccuenta_debitos_automaticos	0.00221071569808237	0.00742743858817809	0.00507077963236848
Visa_mpagado	0.00192962366384907	0.0105802461116795	0.00802873441791675
Master_fultimo_cierre	0.00191786154912873	0.00393513314958285	0.00443693217832242
mplazo_fijo_dolares	0.00190229847596818	0.0179133601663194	0.00549334460173252
Visa_mconsumototal	0.00189526412539105	0.0045062085456448	0.00676103950982464
Visa_cconsumos	0.00164572724094742	0.00337220673102497	0.00591590957109656
mtransferencias_emitidas	0.00142979071480932	0.00425135914526636	0.00654975702514262
Visa_msaldodolares	0.00135441134503424	0.00452449498436381	0.00380308472427636
mautoservicio	0.00122498623431424	0.00345719775968101	0.00401436720895838
mtarjeta_visa_descuentos	0.00120098271911036	0.0099160307094574	0.00591590957109656
Visa_fultimo_cierre	0.00116113560031083	0.00152203205224525	0.0031692372702303
ctarjeta_visa_debitos_automaticos	0.00109281244590428	0.00268831580576914	0.00443693217832242
Master_cconsumos	0.000956070884688987	0.00207394569618437	0.00274667230086626
Master_mpagominimo	0.000955822397341583	0.00250207385055342	0.00338051975491232
mtarjeta_master_consumo	0.000822464519080234	0.00353921081990882	0.00190154236213818
Visa_mconsumosdolares	0.000794447080584261	0.00335593256170715	0.00295795478554828
cpagomiscuentas	0.000785872135050627	0.00288172676804769	0.00253538981618424
mdescubierto_preacordado	0.000744611540734751	0.0027016167637968	0.00253538981618424
mextraccion_autoservicio	0.000729023426290128	0.00168607244411507	0.00253538981618424
cplazo_fijo	0.000706597087570517	0.00428986342075846	0.00169025987745616
matm	0.000615588152712155	0.00158595847355275	0.00232410733150222
Master_mconsumospesos	0.000614527579203714	0.0019590512976564	0.00253538981618424
ccomisiones_mantenimiento	0.000609661212768739	0.00150504431221778	0.00147897739277414
ctransferencias_emitidas	0.000584471020137371	0.00122607146471548	0.0021128248468202
Visa_Finiciomora	0.000465135260383119	0.00285550066589943	0.00126769490809212
mcaja_ahorro_adicional	0.000441523820475843	0.00210334956655955	0.00147897739277414
ctarjeta_master	0.0003926069430297	0.00151811692761837	0.00063384745404606
Visa_delinquency	0.000389888780394228	0.00234996436094876	0.00126769490809212
Master_status	0.000380058612497732	0.0013531774366544	0.00063384745404606
cextraccion_autoservicio	0.000262967254849739	0.000726172368370965	0.00126769490809212
