fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	lambda_l1	lambda_l2	ganancia	iteracion
20220620 231513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	339	TRUE	999983	0.0104589760143346	0.453974564958608	3620	1338	0.010864989388085	70.1469358047922	99.9324875707914	11848000	130
20220620 231607	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	481	TRUE	999983	0.0169986741416275	0.213348379851704	1040	1464	0.0232253620139472	28.0553754374782	99.9410738321395	12114000	131
20220620 231618	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	23	TRUE	999983	0.29968191424898	0.794576841916499	1093	1368	0.0219573197849071	0.29467925358464	24.4082176856611	12221000	132
20220620 231633	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	30	TRUE	999983	0.0525598902311528	0.234671353150154	1006	987	0.0108153494497206	9.28182838727662	99.948959910498	12533000	133
20220620 231822	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1022	TRUE	999983	0.0102800735817704	0.201037823742425	1173	43	0.0146903762861104	10.5628999018378	75.8713110620508	13306000	134
20220620 231911	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	237	TRUE	999983	0.0296179772633775	0.487153486080532	1481	64	0.014669854270288	0.111469308009156	99.4790061567587	13419000	135
20220620 231919	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	15	TRUE	999983	0.297332767092021	0.219113032063885	1003	1321	0.0145675058555956	64.4674840570386	98.8883447850553	11495000	136
20220620 232023	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	605	TRUE	999983	0.0123389814244373	0.204444072049088	1574	24	0.0140588765874441	52.9233505025812	90.6039703064802	12122000	137
20220620 232037	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	45	TRUE	999983	0.152403774507585	0.324044642833889	3555	638	0.0125639170954249	0.0406044715393695	12.5161384382265	13278000	138
20220620 232047	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	42	TRUE	999983	0.104140716745289	0.784496826020718	1184	10	0.0154101921870675	0.0108138285152588	67.7086049421299	13011000	139
20220620 232313	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1404	TRUE	999983	0.0101665945947598	0.201459630863586	1200	1130	0.014352113933922	0.367197398134751	65.2545154848724	13449000	140
20220620 232322	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	29	TRUE	999983	0.29997256662289	0.226483802172557	1502	1358	0.0167800691444505	21.5660064445161	5.75928721876452	11920000	141
20220620 232345	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	226	TRUE	999983	0.0381267849815287	0.853338149355395	2212	10	0.0152509171346173	0.00450125256000194	15.8589621976342	13235000	142
20220620 232352	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	40	TRUE	999983	0.239842849283374	0.873609221840194	2336	10	0.0225307626409758	26.0234860979603	23.8161351534415	12014000	143
20220620 232411	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	102	TRUE	999983	0.212131168459263	0.297936909147236	1002	1173	0.0169569376500763	0.152849330790022	73.8900706994524	13157000	144
20220620 232426	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	110	TRUE	999983	0.0669147002626926	0.958504246114123	2280	13	0.0359498245351691	0.0385741873643551	53.8287998916243	10801000	145
20220620 232524	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	396	TRUE	999983	0.0325205069064781	0.516762164007382	2248	65	0.0144786177140938	0.00229682540343205	75.4373090007895	13494000	146
20220620 232542	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	83	TRUE	999983	0.171817213167973	0.490348438653589	2125	99	0.0154504316076186	0.0879532247799055	82.5764766376372	13439000	147
20220620 232753	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1834	TRUE	999983	0.0165769154768215	0.201818523345069	2223	10	0.0142524476546664	11.5585753151351	14.7155316855509	13351000	148
20220620 232808	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	103	TRUE	999983	0.168453044978014	0.738929676428313	2205	270	0.0163522386907671	0.0845095681055091	73.1826369706898	13234000	149
20220620 232823	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	69	TRUE	999983	0.213801300871818	0.383799767264758	4994	165	0.0165429403710531	0.0558891441825647	21.1496907511822	13133000	150
20220620 232833	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	61	TRUE	999983	0.0733556963999829	0.989299628981194	5000	955	0.00836510592696015	99.7698656233955	53.5576544615985	10294000	151
20220620 232855	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	137	TRUE	999983	0.149956912125392	0.906858770627853	3642	971	0.0179788619709079	0.033842404045723	73.3734505413806	12968000	152
20220620 233055	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1463	TRUE	999983	0.0194312822907025	0.34956149688633	4999	699	0.0179570734297143	20.5641705446648	23.5700756621106	12806000	153
20220620 233105	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	11	TRUE	999983	0.232711213322615	0.467583913199485	1011	736	0.02132875098572	63.2336883635158	20.5143199183716	11590000	154
20220620 233135	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	191	TRUE	999983	0.0280251194802354	0.804640913938943	2711	1172	0.0148284158649289	0.0357885128718382	14.9839086355699	13352000	155
20220620 233151	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	52	TRUE	999983	0.171869277695801	0.457074927985456	1035	1442	0.014721397417889	0.0449970343047734	99.5947170825071	13356000	156
20220620 233210	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	113	TRUE	999983	0.100335475781616	0.968102535454051	1706	1497	0.0140642394443022	0.0264154897998004	22.0621390401256	13558000	157
20220620 233253	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	285	TRUE	999983	0.0189764477866567	0.975601556366866	1920	1473	0.0119210204054743	0.111218509627294	21.357192204039	12962000	158
20220620 233309	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	68	TRUE	999983	0.132288091399998	0.789031659234158	1176	1402	0.0144679620355653	0.0703357906964369	17.6254960003569	13162000	159
20220620 233326	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	41	TRUE	999983	0.22546025465299	0.473251699230692	2867	13	0.0205301747895936	20.4571266035307	67.8326327409336	13044000	160
20220620 233335	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	23	TRUE	999983	0.273444984426577	0.99885469054595	2210	1500	0.020227273479877	0.375991946212192	45.9881513446148	12499000	161
20220620 233526	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1038	TRUE	999983	0.0103829379010984	0.200683177635304	2631	570	0.0148995706079107	0.0480854667706963	65.6873213183623	13317000	162
20220620 233612	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	323	TRUE	999983	0.0203819035865358	0.201222714279108	2242	61	0.0170351922047751	3.43142323681437	13.6388624886332	13446000	163
20220620 233648	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	258	TRUE	999983	0.0784921307527086	0.486895913024951	2778	21	0.0168583683113951	0.0596479843692455	85.4850675197382	13714000	164
20220620 233708	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	93	TRUE	999983	0.0946540903553092	0.488504834257075	2605	11	0.0167144897049274	2.62721460824295	93.1182724572534	13372000	165
20220620 233719	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	55	TRUE	999983	0.271791681857274	0.706807601198134	4784	1495	0.0291011398933933	0.115891174809157	13.1886836196537	11280000	166
20220620 233728	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	22	TRUE	999983	0.299473687938797	0.257799620183133	1031	1469	0.0299805127462999	23.189665292592	65.6792606508233	11445000	167
20220620 233833	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	371	TRUE	999983	0.016742892489879	0.443338095204249	2914	908	0.0168288761490108	0.202235744563192	76.5125127124412	13374000	168
20220620 233949	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	614	TRUE	999983	0.0234318067508491	0.447199277001227	4564	15	0.0168954826104891	3.44350514450767	71.8297010528372	13451000	169
20220620 234017	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	104	TRUE	999983	0.0770034978440232	0.480954659548937	4982	181	0.017166543136712	0.064606753647977	4.25410056490682	13361000	170
20220620 234034	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	89	TRUE	999983	0.0916815948557426	0.98559345816173	2096	1149	0.0151176044297184	0.190647864348865	20.3896194913643	13406000	171
20220620 234042	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	4	TRUE	999983	0.269275900612392	0.750839404140702	1479	1320	0.00834480958280327	77.8036082406618	99.900503949909	11131000	172
20220620 234058	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	112	TRUE	999983	0.112753506587139	0.201922596829979	3050	423	0.017164877949435	9.72461911073806	0.610661213968891	12930000	173
20220620 234110	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	31	TRUE	999983	0.250573617356643	0.475294282783357	3591	10	0.0170490228060739	0.0852077240216483	74.836720577643	13367000	174
20220620 234127	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	77	TRUE	999983	0.0830692691334116	0.935883362387759	1662	1280	0.0172349031784985	0.051603058890185	13.1407284799132	13335000	175
20220620 234350	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1364	TRUE	999983	0.0121369721157011	0.502591455207323	4950	1093	0.0206554236102776	30.251373964534	97.0214850229937	12283000	176
20220620 234401	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	32	TRUE	999983	0.173472507110044	0.366861399775956	1730	11	0.00839562698740188	98.3032288669471	0.735610425120509	11292000	177
20220620 234410	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	11	TRUE	999983	0.202029482896699	0.477083641979642	3362	1455	0.0172015417770436	49.4953724966661	85.3949849725443	12271000	178
