fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	lambda_l1	lambda_l2	ganancia	iteracion
20220620 224614	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	198	TRUE	999983	0.027429305530367	0.992790676859511	5000	1079	0.0196432858546226	0.0190609414041295	80.0410794671307	12698000	71
20220620 224628	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	45	TRUE	999983	0.162559008374511	0.996126187963763	1700	1158	0.0171820540299165	32.3833973091201	99.8685709170133	12592000	72
20220620 224720	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	329	TRUE	999983	0.0253699681448327	0.407511126695068	1662	791	0.0128627967018875	0.0953119634538046	55.3658585675114	13285000	73
20220620 224731	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	26	TRUE	999983	0.256795286521267	0.450579111879369	5000	1227	0.0181370811407669	0.183476240413787	72.8191548252684	13032000	74
20220620 224747	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	58	TRUE	999983	0.166123721874999	0.392490444794413	1006	1174	0.0116767259882449	0.0725588904236945	20.8107219013203	13068000	75
20220620 224752	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	10	TRUE	999983	0.219540626168793	0.960823941661963	1002	1320	0.0104218113461945	97.04165103991	0.110346059726022	10302000	76
20220620 224801	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	45	TRUE	999983	0.296913543723648	0.200326469125427	2268	12	0.0213701053358442	37.1889941175874	5.52147215580453	12087000	77
20220620 224813	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	69	TRUE	999983	0.181105355274894	0.784453729976624	3563	1494	0.0202439962511278	0.0336577250468527	86.0783080602858	12997000	78
20220620 224823	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	25	TRUE	999983	0.189137315546713	0.399152923208888	1563	679	0.0190425758956434	17.9645697694403	99.8731845932073	12573000	79
20220620 224846	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	148	TRUE	999983	0.119022031451503	0.444031741004246	3554	883	0.0162558106240658	0.00393356746033179	58.5289420961701	13570000	80
20220620 224853	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	36	TRUE	999983	0.172864143772002	0.961056020714327	4999	979	0.0208489005265291	19.5515217985577	3.11949282041849	12036000	81
20220620 224905	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	31	TRUE	999983	0.14335915588062	0.859102565473347	1815	171	0.0124194553938938	0.0124789404425302	0.833745523661371	12486000	82
20220620 224918	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	64	TRUE	999983	0.172920339529885	0.207804856656748	3555	35	0.0124907741354529	0.00533210512146959	16.9075462269825	13109000	83
20220620 224926	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	15	TRUE	999983	0.240247283469315	0.32979744736928	2021	1499	0.022215087436333	39.7376421849956	64.7517081514635	12536000	84
20220620 225009	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	431	TRUE	999983	0.018375355044755	0.70662325229574	5000	784	0.0251596037194036	0.0136334953183143	60.7079911905225	12239000	85
20220620 225228	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1666	TRUE	999983	0.0112934540485883	0.335533464263397	1779	231	0.0310195080154208	38.5073543968378	0.00429346635986606	10623000	86
20220620 225244	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	51	TRUE	999983	0.0527848973832648	0.853525335378687	1274	1167	0.0123382598152007	0.0690138685701575	68.9252056241111	12995000	87
20220620 225254	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	51	TRUE	999983	0.168911068010346	0.684198174579772	2121	1480	0.0261198568259752	0.0120771441237275	99.9770407948837	12254000	88
20220620 225304	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	41	TRUE	999983	0.17609063126358	0.981315188086449	2530	702	0.01680640967746	0.0323993725207453	73.0585157381221	13209000	89
20220620 225320	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	74	TRUE	999983	0.0728385582917289	0.790109813453318	2185	1100	0.0121257259848	0.00849336996905624	19.7371118259339	13473000	90
20220620 225339	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	145	TRUE	999983	0.103350583178724	0.209498677447	2234	868	0.0115241154210017	5.96022744719721	14.6895061835351	13266000	91
20220620 225400	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	83	TRUE	999983	0.0789809964362552	0.464393286415117	2256	1126	0.0123039039112663	0.00947665153354351	20.9250584546687	13093000	92
20220620 225414	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	97	TRUE	999983	0.16384436163715	0.761302974758325	2021	895	0.0175747738145574	2.40802470533921	55.5334316874912	13230000	93
20220620 225425	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	64	TRUE	999983	0.0477861784479541	0.900430691725013	2515	717	0.0101837872459751	71.105156811788	14.5203656673027	11655000	94
20220620 225440	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	83	TRUE	999983	0.170412567395562	0.215471763942671	1972	760	0.0120195324483627	0.0402946027019751	51.2526785042214	12955000	95
20220620 225449	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	22	TRUE	999983	0.204872218757112	0.847134746431911	1903	964	0.0113561346595571	0.0133834577722094	9.08494650310827	12589000	96
20220620 225615	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	851	TRUE	999983	0.010041810850275	0.824053113170553	3651	608	0.0120806703747663	0.114498462493723	14.7412828204885	12914000	97
20220620 225700	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	179	TRUE	999983	0.0123676630550811	0.794964380742498	1332	875	0.0118696393744501	0.0826583002221855	14.4274647630381	13333000	98
20220620 225716	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	51	TRUE	999983	0.153606689780508	0.730476652619336	2669	236	0.0216137704696721	0.0750470546590255	73.460372801804	12947000	99
20220620 225831	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	409	TRUE	999983	0.0108106028586446	0.496572768927954	1001	1194	0.0129073846092594	51.4932433449422	89.9921096804811	12525000	100
20220620 225845	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	78	TRUE	999983	0.0879211889233184	0.757528439220192	2454	914	0.0127838185101574	0.0537655657363179	51.8196541276949	13056000	101
20220620 225902	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	107	TRUE	999983	0.0824721753235027	0.206619256305939	1003	837	0.0130874738372565	12.6235811042409	16.9408860890582	12961000	102
20220620 230015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	535	TRUE	999983	0.0164624843058907	0.999115257897909	2140	1205	0.0127036801850305	0.0486456249373566	1.20891544805564	12972000	103
20220620 230026	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	64	TRUE	999983	0.148528573460161	0.803566839703597	3322	949	0.0209748297732464	0.0337997473208971	16.7140795905169	12863000	104
20220620 230046	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	106	TRUE	999983	0.0561723802852266	0.836080080766527	1723	1008	0.0130336532286887	4.5966462625023	19.8210997201301	13286000	105
20220620 230109	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	66	TRUE	999983	0.0244249105193077	0.200754810674366	2039	999	0.0109875767288887	30.6494107875231	8.77401820838648	12419000	106
20220620 230122	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	78	TRUE	999983	0.299945880318963	0.439272562454257	3499	941	0.0233322674114558	31.285646104372	66.1572252184094	12637000	107
20220620 230136	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	52	TRUE	999983	0.0535203303163244	0.239739820860658	1003	863	0.0104715520071592	99.8728165840968	71.8770770280314	11687000	108
20220620 230146	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	49	TRUE	999983	0.167868135468241	0.780098061917669	4998	632	0.0175833625115318	4.93544561908138	82.1656013901372	12847000	109
20220620 230337	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	1287	TRUE	999983	0.0115596869349709	0.827849092701787	1971	1071	0.0155299257881743	0.0229604680798331	99.6831332289422	13406000	110
20220620 230400	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	164	TRUE	999983	0.0568307263781508	0.723387504569385	1015	750	0.0148611462690767	0.00810293465149855	96.0341530284531	13130000	111
20220620 230430	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	271	TRUE	999983	0.0370693967128437	0.809623871075533	2096	816	0.0215211981569234	0.0160872305096849	76.9021579202714	12877000	112
20220620 230513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	412	TRUE	999983	0.0347716373760799	0.20015715148736	4996	1485	0.0307328815263572	0.0281781550226648	48.8152347890844	11429000	113
20220620 230639	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	944	TRUE	999983	0.0112010478612014	0.211582884824836	1006	1019	0.0125715548678558	73.6722929419407	35.6917056874181	11696000	114
20220620 230649	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	38	TRUE	999983	0.299721237274948	0.662337345195186	2158	623	0.0211974700226264	0.0707782586083944	87.0376114760568	12917000	115
20220620 230706	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	40	TRUE	999983	0.168930659806723	0.26659404767316	3709	502	0.0213833069360868	0.194335926015665	57.2247325760151	12615000	116
20220620 230721	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	93	TRUE	999983	0.133290483813508	0.751390803214608	5000	1349	0.0216191004692537	31.6000916856201	58.4988209001877	12182000	117
20220620 230830	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	225	TRUE	999983	0.010847473723499	0.377279549994027	1001	11	0.0110709072738688	16.923968518222	99.6749839888004	12709000	118
20220620 230850	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	45	TRUE	999983	0.0357234356103239	0.423964572082959	1026	104	0.00861349480152415	68.2021180419312	96.4528059210073	12113000	119
20220620 230858	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	14	TRUE	999983	0.233565219664866	0.200282936811273	3552	43	0.0126550325342299	39.4671641535049	53.0043120157556	11585000	120
20220620 230912	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	112	TRUE	999983	0.11263819496303	0.796660758795117	1910	13	0.0155180110114368	0.0833890243598273	88.4381075888723	13372000	121
20220620 230938	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	240	TRUE	999983	0.089458638845277	0.205410275159654	5000	510	0.012782180979003	4.72922170580225	4.04843210449855	13303000	122
20220620 230959	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	110	TRUE	999983	0.154208847384387	0.433672881083691	1906	1064	0.0157601503029632	0.00247180146457346	75.5359807975449	13380000	123
20220620 231030	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	268	TRUE	999983	0.028612146190398	0.776461590241035	1697	178	0.0125301889987108	0.0902975895672357	95.5160122554253	13010000	124
20220620 231041	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	50	TRUE	999983	0.164919829407243	0.806155072416216	3201	164	0.0167478632521548	0.0453835221282643	98.7042343801583	13136000	125
20220620 231047	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	18	TRUE	999983	0.299765745262431	0.791437808903316	1496	12	0.0167103166616271	40.8931397516538	91.2462970661976	12026000	126
20220620 231204	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	728	TRUE	999983	0.0238659531679453	0.23196656951524	1192	1109	0.0139362444461092	0.150430495070433	99.2408134845509	13638000	127
20220620 231322	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	548	TRUE	999983	0.0193405601629564	0.394612702148528	1287	1172	0.0139454858674813	0.0612339097826092	95.6228983194348	13510000	128
20220620 231406	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	31	280	TRUE	999983	0.02274584921249	0.202340924271449	1064	113	0.0110279643420981	2.40095119794765	17.999314112081	13127000	129
