fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	lambda_l1	lambda_l2	max_depth	min_gain_to_split	ganancia	iteracion
20220620 210500	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	87	TRUE	999983	0.0904952357462372	0.933048343156863	7374	238	0.0149391897745299	1.33784903801067	98.0109303883092	45	0.0154446334538928	12903000	126
20220620 210519	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	129	TRUE	999983	0.192361540070395	0.284324484281553	2360	814	0.0155525640342703	3.94741817821544	99.9259658186846	60	0.0166545743202908	13371000	127
20220620 210531	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	64	TRUE	999983	0.247143097697094	0.475323867775981	2878	938	0.022465639397856	21.3451756020357	99.9467061810301	100	0.0244114779425786	13086000	128
20220620 210543	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	66	TRUE	999983	0.292771035423801	0.232217350992687	1233	963	0.0149574387570677	26.4937028598376	96.2367642906908	100	0.0068293436738092	12667000	129
20220620 210603	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	155	TRUE	999983	0.0147615291727148	0.936898699176236	2647	1135	0.014107255651479	6.63895839009392	26.2491959721902	98	9.98655286659043	12197000	130
20220620 210617	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	40	TRUE	999983	0.200523155161121	0.365692604731188	1065	784	0.0214153862776954	3.21494472761638	77.6690069684145	100	0.00535908933782301	13469000	131
20220620 210634	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	76	TRUE	999983	0.181442604274399	0.411732877729844	1037	770	0.0160893621789134	1.32393478145454	90.9950167902984	99	0.00845798209957971	13255000	132
20220620 210645	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	37	TRUE	999983	0.21615805238274	0.229185378791791	2667	905	0.0215319760308133	4.32587404085798	74.221768568345	100	0.0030562116286405	12632000	133
20220620 210656	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	41	TRUE	999983	0.251326992750033	0.546529511454425	1015	817	0.0231664027934755	21.8211572398593	78.8392209687537	92	0.0166135547881995	12567000	134
20220620 210716	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	99	TRUE	999983	0.0781992900744041	0.280246840592332	2353	1018	0.0148331367934663	0.0167156477640942	38.9609385525069	10	0.0533864631755797	13009000	135
20220620 210917	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	1030	TRUE	999983	0.0111789037339841	0.448170427540893	2797	1061	0.0134078781485902	0.029901738967234	61.1836948074415	26	0.773993664979315	13498000	136
20220620 210940	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	112	TRUE	999983	0.0418004313351535	0.994170422693614	1014	398	0.0210091775533321	0.119621039862294	42.9163185048463	56	0.0102415261365193	12873000	137
20220620 210953	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	41	TRUE	999983	0.184747465242244	0.41353744113655	1058	955	0.0211755315474857	0.525532901528773	96.8390549853927	71	0.190846503290418	12892000	138
20220620 211116	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	963	TRUE	999983	0.0129349851744367	0.998996051554983	2903	374	0.0146268905266356	0.00436386753333244	73.8575342202152	48	0.0309211094812646	13461000	139
20220620 211127	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	72	TRUE	999983	0.051970463746108	0.983333035439631	1060	241	0.0211487273575633	0.800905757261159	20.5035465352567	100	5.80736436732419	11617000	140
20220620 211138	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	53	TRUE	999983	0.25534049835933	0.321954897800033	8000	309	0.0159552361906877	6.94466170746438	97.6994524352387	97	1.43686962780979	12576000	141
20220620 211220	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	372	TRUE	999983	0.0389828894058424	0.370424363591874	2431	217	0.0122605531806021	13.4715778627643	98.359967345772	62	0.124504636637178	12877000	142
20220620 211228	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	3	TRUE	999983	0.299926952901294	0.341312584622543	3100	1107	0.00944072904170683	67.5662980216682	99.7362007961923	53	0.389320601676131	11443000	143
20220620 211358	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	556	TRUE	999983	0.0118202693880996	0.45473277948995	2617	1268	0.0137484036241322	1.75065741068882	30.8944611402897	10	0.330960970930725	13501000	144
20220620 211454	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	385	TRUE	999983	0.0372003984133398	0.405151421914757	3147	1104	0.0143003248242726	2.01260859224318	79.0359887276837	29	0.0219742493664657	13467000	145
20220620 211528	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	160	TRUE	999983	0.0221845077231264	0.369275601439431	1065	1084	0.0126882474483915	0.909346934098913	30.8317640440014	10	2.29925020088903	13260000	146
20220620 211540	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	59	TRUE	999983	0.198305607674836	0.397464471951933	7822	971	0.0153834638150877	0.171365500471455	24.803103416979	42	1.34754241335128	13126000	147
20220620 211559	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	120	TRUE	999983	0.197076488289444	0.386500814805775	7873	757	0.0159650380120285	3.35170301404287	65.2688953513541	53	0.0117604127436107	13186000	148
20220620 211740	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	795	TRUE	999983	0.0125018886321216	0.468626344449939	3146	1101	0.0135818041742923	0.0236777531543793	31.0156878812874	10	0.897071997166403	13477000	149
20220620 211836	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	424	TRUE	999983	0.0393836035944885	0.395151964850725	1659	1086	0.0140959454162273	2.36916834178428	56.3768552777761	41	0.0270784365889197	13551000	150
20220620 211905	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	183	TRUE	999983	0.0423988846778523	0.430307250149093	2682	1099	0.0136511347190014	10.2119673732518	47.8230048242314	15	0.975340537360266	12846000	151
20220620 211932	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	251	TRUE	999983	0.0424941239717717	0.957779589576264	4725	202	0.0163222633678162	4.97742243576948	78.9333573170589	69	0.0450260446641545	12974000	152
20220620 211954	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	23	TRUE	999983	0.0311161109178363	0.417354688886521	2029	230	0.00999256085701902	40.0905661398177	13.2288941701445	98	0.0626795528824863	12286000	153
20220620 212013	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	73	TRUE	999983	0.145909380591884	0.345567340326312	7997	298	0.0153166780545018	42.8265309476887	42.5199857220798	97	0.100710475460509	11942000	154
20220620 212153	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	1054	TRUE	999983	0.0112114457519141	0.724132962387507	2420	438	0.013183551144491	0.0172746735919804	74.2114330301046	54	0.0133398010932979	13279000	155
20220620 212200	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	14	TRUE	999983	0.124600220886459	0.997902640708748	2826	979	0.00870073548962036	53.2752496990124	97.9288425253845	100	9.5025934360955	10394000	156
20220620 212336	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	1122	TRUE	999983	0.0240582812528824	0.202017363937846	7369	1215	0.0161450958673865	0.283388800992921	71.8611204916019	56	0.189232420257245	13422000	157
20220620 212353	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	126	TRUE	999983	0.100171969072265	0.999745480757813	2880	303	0.0132939617134175	0.0742347801616824	88.5892677190079	29	0.0172313824890269	13284000	158
20220620 212417	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	148	TRUE	999983	0.0384756126321236	0.999501420161845	2958	203	0.0156878393196328	0.112811994297132	40.6554626020483	46	0.000370577162942128	13269000	159
20220620 212435	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	68	TRUE	999983	0.242910339342355	0.747530829200345	2873	1053	0.0143246111333247	0.707655010319245	97.7550158707079	39	0.223475388014533	12862000	160
20220620 212518	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	424	TRUE	999983	0.0271623585802316	0.990131849242064	2693	789	0.0133525837170788	0.806595289207529	89.4982805983753	16	0.13180756296452	13244000	161
20220620 212527	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	6	TRUE	999983	0.227795862459838	0.3629366322539	2769	1278	0.0134459062518179	0.344457996822524	2.79050555185175	59	9.53138167815485	12298000	162
20220620 212546	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	144	TRUE	999983	0.139134199652393	0.247117387623669	6461	1189	0.0162485199544772	0.0808642092605732	99.689731075236	37	0.349770645955602	13460000	163
20220620 212552	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	15	TRUE	999983	0.227192730451127	0.980760949159016	1018	912	0.0358266345182522	0.309266783958292	11.2492526692874	43	4.12495178799843	9966000	164
20220620 212607	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	57	TRUE	999983	0.0436455330370764	0.998179011312328	2783	205	0.00909410224222853	1.26040169399205	90.1459888792808	45	0.671023692669336	11808000	165
20220620 212654	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	364	TRUE	999983	0.0249483247328867	0.985246993379963	1392	556	0.0142698267546601	0.0913827741871273	61.6449687542617	15	0.0760923300774197	12847000	166
20220620 212707	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	31	TRUE	999983	0.247395492726288	0.344726809129022	1192	1017	0.0134895057907863	0.0648874486031153	7.9066003812532	34	0.221757432685091	12549000	167
20220620 212716	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	8	TRUE	999983	0.215986182320258	0.392790942069507	1249	1163	0.0103197912290498	68.2896166660319	78.7397036962079	100	5.04400164119559	11224000	168
20220620 212736	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	36	TRUE	999983	0.0529297745757357	0.433560279220273	1946	1015	0.0137087469117974	0.0602485130167675	18.5525747764737	32	0.444937103969536	13333000	169
20220620 212802	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	97	TRUE	999983	0.0792090187075803	0.431453396311437	1191	936	0.0181701013824198	0.221464363826484	0.205457194569193	10	0.0701761100833495	13083000	170
20220620 212831	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	111	TRUE	999983	0.0550989195535402	0.543747492369835	1742	773	0.0127755228290441	0.235337615713329	0.142497681739072	10	0.209496793952429	12786000	171
20220620 212853	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	100	TRUE	999983	0.0921904700036534	0.374150643516643	3918	490	0.0161709876854525	0.101044873619336	3.40873369881456	80	0.00270083721736203	13387000	172
20220620 212904	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	39	TRUE	999983	0.25981964095078	0.275085381129779	7170	1057	0.017660431591671	2.52743012100773	99.9087014917855	57	1.38898514707718	12955000	173
20220620 212933	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	130	TRUE	999983	0.05390719789392	0.349192411643331	1190	639	0.0165546215392976	0.311642766307139	14.1208130514113	35	0.0271890211571116	13575000	174
20220620 212953	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	60	TRUE	999983	0.118556537121565	0.515313421888799	1149	426	0.0204177019594483	0.216914408111805	13.0138470129507	35	0.0143923375079648	13139000	175
20220620 213008	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	101	TRUE	999983	0.105860711614355	0.9781615043636	6016	312	0.0137490613430268	0.828045393722803	72.6152948503362	29	0.113676869147547	12866000	176
20220620 213115	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	473	TRUE	999983	0.0218269919744098	0.378701918496364	1337	487	0.0149185810596374	0.136992167729783	75.8186083696315	62	0.167567712796681	13384000	177
20220620 213128	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	40	TRUE	999983	0.124306706534047	0.444148445727868	1055	925	0.0212935516476447	10.4242118884953	8.96206224781617	98	0.465046750714335	12530000	178
20220620 213147	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	149	TRUE	999983	0.0621650266363641	0.937543684459052	4879	423	0.0164159430165587	0.0748148400033246	99.9447142903553	30	0.00149254069818237	12834000	179
20220620 213208	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	81	TRUE	999983	0.039432116744148	0.438661097917992	4537	871	0.0173111541565242	0.0182548329376945	2.20629843212264	47	9.96283796129408	12645000	180
20220620 213235	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	104	TRUE	999983	0.0514765554458028	0.418244023813448	1236	930	0.0186571365955078	0.0343609153789694	26.8986563399994	34	0.273114942388573	13281000	181
20220620 213249	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	61	TRUE	999983	0.136970389822713	0.35247418775037	3808	441	0.0139293847059143	0.0850886878812678	9.05970732687849	14	1.40194987359474	13343000	182
20220620 213304	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	55	TRUE	999983	0.112434736556572	0.442963991930289	2958	981	0.0151424635382481	0.0369775793505248	13.5160772087551	10	2.08843714683373	13392000	183
20220620 213326	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	90	TRUE	999983	0.0121582847751671	0.993255735704577	6151	543	0.0131258777559499	56.2123392511168	1.04330156571233	86	9.99336920364189	10409000	184
20220620 213356	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	295	TRUE	999983	0.108456811364442	0.215428966058829	7979	1186	0.0149408880069454	0.0547620798808071	98.7357931596777	41	0.11102391512748	13552000	185
20220620 213420	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	91	TRUE	999983	0.0544022503091276	0.379090072313844	2748	429	0.014010534177233	1.31558370859344	9.4577065939079	33	0.140878996528024	13333000	186
20220620 213431	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	30	TRUE	999983	0.17873985297563	0.39219337766102	4605	772	0.0167876556448602	0.13010280258332	5.19265989170687	10	1.77310570496997	12798000	187
20220620 213503	binary	custom	TRUE	TRUE	FALSE	-100	999983	31	182	TRUE	999983	0.139010946285246	0.373343663422913	4131	418	0.0118867580434038	0.00963356021478986	23.8956159725926	15	0.0284651319377302	13345000	188
